Locus,Rhizobium_etli_CFN_42,Brucella_abortus_C68,Ensifer_adhaerens_OV14,Bradyrhizobium_diazoefficiens_USDA_110,Sinorhizobium_fredii_NGR234,Sinorhizobium_meliloti_Rm1021,Liberibacter_crescens_BT-0,Sinorhizobium_medicae_WSM419,Rhizobium_leguminosarum_bv_viciae_3841,Agrobacterium_fabrum_C58,Mesorhizobium_loti_MAFF303099,Locus,,,,,SMc02793,SMc02793
SM_b20659,RHE_PF00092,noHit,OV14_b1259,blr3919,NGR_b20240,SM_b20659,noHit,Smed_4329,pRL120224,noHit,noHit,SM_b20659,,,,,repC1,SM_b20044
SM_b20660,RHE_PF00091,noHit,noHit,blr7064,NGR_b20250,SM_b20660,noHit,Smed_4328,pRL120225,noHit,noHit,SM_b20660,,,,,repB1,SM_b20045
SM_b20661,RHE_PF00090,DK53_2480,OV14_a1729,blr3917,NGR_b20260,SM_b20661,noHit,Smed_4327,pRL120226,Atu2508,mlr7004,SM_b20661,,,,,repA1,SM_b20046
SM_b20662,RHE_PF00089,noHit,OV14_b1217,blr5618,NGR_b20270,SM_b20662,noHit,Smed_4326,noHit,noHit,mll2989,SM_b20662,,,,,SM_b20047,SM_b20047
SM_b20663,RHE_PF00088,noHit,noHit,noHit,NGR_b20280,SM_b20663,noHit,Smed_4325,noHit,noHit,noHit,SM_b20663,,,,,SM_b20048,SM_b20048
SM_b20664,noHit,noHit,noHit,noHit,NGR_b20290,SM_b20664,noHit,Smed_4324,pRL120228,noHit,noHit,SM_b20664,,,,,fusA2,SM_b20049
SM_b20665,noHit,noHit,noHit,noHit,noHit,SM_b20665,noHit,noHit,noHit,noHit,noHit,SM_b20665,,,,,SM_b20050,SM_b20050
SM_b20666,RHE_PF00343,DK53_2995,noHit,bll2927,NGR_b20300,SM_b20666,noHit,Smed_4323,pRL120619,noHit,noHit,SM_b20666,,,,,cpo,SM_b20054
SM_b20667,RHE_PF00344,noHit,OV14_b0832,bll3916,NGR_b20310,SM_b20667,noHit,Smed_4322,pRL120618,Atu4685,mll1683,SM_b20667,,,,,SM_b20055,SM_b20055
SM_b20668,RHE_PF00345,noHit,noHit,blr2928,NGR_b20330,SM_b20668,noHit,Smed_4321,pRL120616,noHit,noHit,SM_b20668,,,,,btuF,SM_b20056
SM_b20669,RHE_PF00346,DK53_2992,noHit,blr2929,NGR_b20340,SM_b20669,noHit,Smed_4320,pRL120615,noHit,noHit,SM_b20669,,,,,btuC,SM_b20057
SM_b20670,RHE_PF00347,DK53_2991,noHit,blr2930,NGR_b20350,SM_b20670,noHit,Smed_4319,pRL120614,noHit,noHit,SM_b20670,,,,,btuD,SM_b20058
SM_b20671,noHit,noHit,noHit,noHit,noHit,SM_b20671,noHit,Smed_4318,noHit,noHit,mll1012,SM_b20671,,,,,SM_b20059,SM_b20059
SM_b20672,noHit,noHit,noHit,noHit,noHit,SM_b20672,noHit,Smed_4317,noHit,noHit,noHit,SM_b20672,,,,,TRm5,SM_b20060
SM_b20673,noHit,noHit,noHit,bll5784,noHit,SM_b20673,noHit,Smed_4316,noHit,noHit,mlr8214,SM_b20673,,,,,SM_b22003,SM_b22003
SM_b20674,RHE_PF00305,noHit,noHit,bll3301,NGR_c17390,SM_b20674,noHit,Smed_4315,pRL120677,socR,mlr8213,SM_b20674,,,,,SM_b20061,SM_b20061
SM_b20675,RHE_PE00339,noHit,noHit,noHit,noHit,SM_b20675,noHit,Smed_4314,pRL110453,noHit,mlr5237,SM_b20675,,,,,SM_b20062,SM_b20062
SM_b20676,noHit,noHit,OV14_a0193,noHit,NGR_b20370,SM_b20676,noHit,Smed_4313,noHit,Atu2166,noHit,SM_b20676,,,,,SM_b20063,SM_b20063
SM_b20677,noHit,noHit,OV14_a0408,noHit,NGR_b20380,SM_b20677,noHit,Smed_4312,noHit,noHit,mll5130,SM_b20677,,,,,SM_b20064,SM_b20064
ttuD2,ttuD,noHit,OV14_a0424,noHit,NGR_b20390,ttuD2,noHit,Smed_4311,noHit,noHit,noHit,SM_b20678,,,,,SM_b20065,SM_b20065
QglxR,noHit,noHit,OV14_a0423,blr3168,NGR_b20400,QglxR,noHit,Smed_4310,RL3800,noHit,mlr0254,SM_b20679,,,,,SM_b20066,SM_b20066
hyi,noHit,noHit,OV14_a0422,hyi,NGR_b20410,hyi,noHit,Smed_4309,RL3799,noHit,mlr0252,SM_b20680,,,,,SM_b20067,SM_b20067
gcl,noHit,noHit,gcl,gcl,gcl,gcl,noHit,Smed_4308,noHit,noHit,mlr0251,SM_b20681,,,,,SM_b20068,SM_b20068
iclR,noHit,noHit,OV14_a0420,blr3160,NGR_b20430,iclR,noHit,Smed_4307,noHit,noHit,mll0250,SM_b20682,,,,,SM_b20069,SM_b20069
SM_b20683,noHit,DK53_2755,noHit,bll7555,NGR_b20440,SM_b20683,noHit,Smed_4305,noHit,Atu4021,mlr7811,SM_b20683,,,,,SM_b20070,SM_b20070
SM_b20684,RHE_PE00346,DK53_381,OV14_a0652,blr0253,NGR_b20460,SM_b20684,noHit,Smed_4304,pRL110462,Atu3205,mll5131,SM_b20684,,,,,SM_b20071,SM_b20071
SM_b20685,noHit,noHit,noHit,noHit,NGR_b20470,SM_b20685,noHit,Smed_4303,noHit,noHit,mll2077,SM_b20685,,,,,SM_b20072,SM_b20072
SM_b20686,noHit,noHit,noHit,bll8014,NGR_b20480,SM_b20686,noHit,Smed_4302,noHit,noHit,mll2074,SM_b20686,,,,,SM_b20073,SM_b20073
SM_b20687,noHit,noHit,noHit,noHit,NGR_b20490,SM_b20687,noHit,Smed_4301,noHit,noHit,mll2073,SM_b20687,,,,,SM_b20074,SM_b20074
SM_b20688,RHE_PE00063,noHit,OV14_a1538,bll0118,NGR_b20500,SM_b20688,noHit,Smed_4300,pRL110093,noHit,mll2072,SM_b20688,,,,,SM_b20075,SM_b20075
xthA4,noHit,noHit,noHit,bll4069,NGR_b20510,xthA4,noHit,Smed_4299,noHit,noHit,mll2070,SM_b20689,,,,,SM_b20076,SM_b20076
SM_b20690,noHit,noHit,noHit,noHit,noHit,SM_b20690,noHit,noHit,noHit,noHit,noHit,SM_b20690,,,,,SM_b20077,SM_b20077
SM_b20691,noHit,noHit,noHit,noHit,noHit,SM_b20691,noHit,noHit,noHit,noHit,noHit,SM_b20691,,,,,SM_b20078,SM_b20078
idnO1,idnO,noHit,idnO,blr5277,idnO,idnO1,noHit,Smed_5798,gno2,idnO,mlr3785,SMa0513,,,,,SM_b20079,SM_b20079
SM_b20694,noHit,noHit,noHit,noHit,noHit,SM_b20694,noHit,noHit,noHit,noHit,noHit,SM_b20694,,,,,SM_b20080,SM_b20080
SM_b20695,noHit,noHit,noHit,noHit,noHit,SM_b20695,noHit,noHit,pRL120084,noHit,noHit,SM_b20695,,,,,SM_b20081,SM_b20081
SM_b20696,noHit,noHit,noHit,noHit,noHit,SM_b20696,noHit,noHit,pRL120085,noHit,noHit,SM_b20696,,,,,SM_b20082,SM_b20082
SM_b20697,noHit,noHit,noHit,noHit,noHit,SM_b20697,noHit,Smed_4285,noHit,noHit,noHit,SM_b20697,,,,,SM_b20083,SM_b20083
SM_b20698,noHit,noHit,OV14_b1418,noHit,NGR_b21340,SM_b20698,noHit,Smed_4284,noHit,noHit,noHit,SM_b20698,,,,,SM_b20084,SM_b20084
SM_b20699,RHE_CH01192,noHit,OV14_b1419,blr7593,NGR_b21350,SM_b20699,noHit,Smed_4283,noHit,noHit,noHit,SM_b20699,,,,,SM_b20085,SM_b20085
SM_b20700,noHit,noHit,OV14_b1420,bll4365,noHit,SM_b20700,noHit,Smed_4282,pRL120372,noHit,noHit,SM_b20700,,,,,SM_b20086,SM_b20086
SM_b20701,noHit,noHit,OV14_b1421,bll4366,NGR_b21360,SM_b20701,noHit,Smed_4281,noHit,Atu4301,mlr0977,SM_b20701,,,,,SM_b20087,SM_b20087
SM_b20702,noHit,noHit,OV14_b1422,bll5196,NGR_b21370,SM_b20702,noHit,Smed_4280,noHit,noHit,mlr2019,SM_b20702,,,,,SM_b20088,SM_b20088
SM_b20703,RHE_CH01157,noHit,noHit,noHit,NGR_b10990,SM_b20703,noHit,Smed_4277,pRL80018,noHit,mlr6790,SM_b20703,,,,,SM_b20089,SM_b20089
glgA2,noHit,noHit,noHit,noHit,NGR_b10980,glgA2,noHit,Smed_4276,noHit,glgA,noHit,SM_b20704,,,,,SM_b20090,SM_b20090
SM_b20705,RHE_PF00245,noHit,OV14_a0892,bll0423,NGR_b10970,SM_b20705,noHit,Smed_4275,pRL120742,Atu0208,mlr5364,SM_b20705,,,,,SM_b20091,SM_b20091
SM_b20706,noHit,noHit,OV14_a0894,noHit,noHit,SM_b20706,noHit,Smed_4274,noHit,noHit,noHit,SM_b20706,,,,,SM_b20092,SM_b20092
cyaG2,cyaG2,noHit,OV14_a1537,blr2264,NGR_b10930,cyaG2,noHit,Smed_4273,cyaA11,cyaA,noHit,SM_b20707,,,,,SM_b20093,SM_b20093
SM_b20708,RHE_CH00287,DK53_195,OV14_a1893,bll7808,NGR_b10920,SM_b20708,noHit,Smed_4272,RL0293,Atu1220,mlr2526,SM_b20708,,,,,SM_b20094,SM_b20094
SM_b20709,RHE_CH03355,noHit,noHit,bll4476,noHit,SM_b20709,RL73_00500,Smed_4271,RL3782,Atu3335,mll4583,SM_b20709,,,,,SM_b20095,SM_b20095
SM_b20710,noHit,noHit,noHit,bll6323,NGR_b20520,SM_b20710,noHit,Smed_4270,pRL110148,noHit,mlr1689,SM_b20710,,,,,SM_b20096,SM_b20096
SM_b20711,RHE_PE00448,noHit,OV14_a0856,noHit,NGR_b20550,SM_b20711,noHit,Smed_4269,pRL110624,Atu4555,mlr6178,SM_b20711,,,,,SM_b20097,SM_b20097
SM_b20712,mocBch2,DK53_1583,OV14_a0857,noHit,NGR_b20560,SM_b20712,noHit,Smed_4268,intA,Atu3372,mll4996,SM_b20712,,,,,SM_b20098,SM_b20098
SM_b20713,RHE_CH03989,DK53_1585,OV14_a0858,blr2270,NGR_b20570,SM_b20713,noHit,Smed_4267,intB,Atu3371,noHit,SM_b20713,,,,,SM_b20099,SM_b20099
SM_b20714,RHE_CH03990,noHit,OV14_a0859,noHit,NGR_b20580,SM_b20714,noHit,Smed_4266,intC,Atu3370,mll4993,SM_b20714,,,,,SM_b20100,SM_b20100
SM_b20715,noHit,noHit,noHit,noHit,noHit,SM_b20715,noHit,Smed_2432,noHit,noHit,mlr4581,SM_b20715,,,,,SM_b20101,SM_b20101
SM_b20716,noHit,noHit,OV14_b0581,noHit,noHit,SM_b20716,noHit,Smed_2431,noHit,noHit,mll4580,SM_b20716,,,,,acoR,SM_b20102
SM_b20717,RHE_CH03647,noHit,noHit,noHit,NGR_b14980,SM_b20717,noHit,Smed_4264,RL4175,noHit,noHit,SM_b20717,,,,,SM_b20103,SM_b20103
SM_b20718,RHE_CH03646,noHit,noHit,noHit,NGR_b14990,SM_b20718,noHit,Smed_4263,RL4174,noHit,noHit,SM_b20718,,,,,SM_b20104,SM_b20104
SM_b20719,RHE_CH03645,DK53_559,OV14_a1368,noHit,NGR_b15000,SM_b20719,noHit,Smed_4262,RL4173,Atu3199,noHit,SM_b20719,,,,,SM_b20105,SM_b20105
SM_b20720,RHE_CH03644,DK53_560,OV14_a1367,noHit,NGR_b15010,SM_b20720,noHit,Smed_4261,RL4172,Atu3198,noHit,SM_b20720,,,,,SM_b20106,SM_b20106
SM_b20721,RHE_CH03588,DK53_2918,OV14_a0876,noHit,NGR_b20590,SM_b20721,noHit,Smed_4260,RL4108,Atu2465,mll7952,SM_b20721,,,,,SM_b20107,SM_b20107
SM_b20722,RHE_CH03587,noHit,OV14_a0877,noHit,NGR_b20600,SM_b20722,noHit,Smed_4259,RL4107,Atu2466,mll7953,SM_b20722,,,,,SM_b20108,SM_b20108
SM_b20723,RHE_CH03585,noHit,OV14_a0878,noHit,NGR_b20610,SM_b20723,noHit,Smed_4258,RL4104,Atu2467,noHit,SM_b20723,,,,,SM_b20109,SM_b20109
SM_b20724,RHE_CH03584,noHit,OV14_a0885,blr3161,NGR_b20620,SM_b20724,noHit,Smed_4257,RL4103,Atu2469,noHit,SM_b20724,,,,,SM_b20110,SM_b20110
SM_b20725,RHE_CH03583,noHit,OV14_a0886,blr3162,NGR_b20630,SM_b20725,noHit,Smed_4256,RL4102,Atu2470,noHit,SM_b20725,,,,,SM_b20111,SM_b20111
SM_b20726,RHE_CH03582,noHit,OV14_a0887,blr3163,NGR_b20640,SM_b20726,noHit,Smed_4255,RL4101,Atu2471,noHit,SM_b20726,,,,,SM_b20112,SM_b20112
SM_b20727,noHit,noHit,noHit,noHit,NGR_b20650,SM_b20727,noHit,Smed_4254,noHit,noHit,msl5548,SM_b20727,,,,,SM_b20113,SM_b20113
SM_b20728,noHit,noHit,noHit,noHit,noHit,SM_b20728,noHit,noHit,noHit,noHit,noHit,SM_b20728,,,,,SM_b20114,SM_b20114
SM_b20729,noHit,noHit,noHit,noHit,noHit,SM_b20729,noHit,noHit,noHit,noHit,noHit,SM_b20729,,,,,ilvD4,SM_b20115
glnII,glnII,noHit,glnII,glnII,glnII,glnII,noHit,Smed_4251,glnII,glnA,mlr0339,SM_b20745,,,,,SM_b20116,SM_b20116
gstI,gstI,noHit,noHit,bsl4167,NGR_b20680,gstI,noHit,Smed_4250,noHit,Atu2415,noHit,SM_b20746,,,,,SM_b20117,SM_b20117
SM_b20747,noHit,noHit,noHit,bll7657,noHit,SM_b20747,noHit,Smed_4249,noHit,noHit,noHit,SM_b20747,,,,,SM_b20118,SM_b20118
pssF,noHit,noHit,noHit,noHit,NGR_b20750,pssF,noHit,Smed_4246,pRL90137,noHit,noHit,SM_b20748,,,,,SM_b20119,SM_b20119
uxuB,uxuB,DK53_2417,noHit,uxuB,NGR_b20770,uxuB,noHit,Smed_4245,RL0098,uxuB,mlr4057,SM_b20749,,,,,SM_b22004,SM_b22004
SM_b20750,noHit,noHit,OV14_a0909,noHit,NGR_b20840,SM_b20750,noHit,Smed_4244,RL2835,Atu2417,noHit,SM_b20750,,,,,SM_b20121,SM_b20121
SM_b20751,RHE_PE00281,mmsB,OV14_a0912,blr3957,NGR_b20850,SM_b20751,noHit,Smed_4243,pRL110406,mmsB,mlr1203,SM_b20751,,,,,SM_b20122,SM_b20122
SM_b20752,RHE_CH00571,hibch,OV14_a0913,blr3956,NGR_b20860,SM_b20752,noHit,Smed_4242,RL0606,Atu3505,mlr8392,SM_b20752,,,,,SM_b20123,SM_b20123
SM_b20753,RHE_PC00069,DK53_1291,OV14_a0914,blr3955,NGR_b20870,SM_b20753,noHit,Smed_4241,pRL100302,mmgC,mlr1201,SM_b20753,,,,,SM_b20124,SM_b20124
SM_b20754,noHit,DK53_1171,OV14_a0915,bll2454,NGR_b20880,SM_b20754,noHit,Smed_4240,noHit,Atu3587,noHit,SM_b20754,,,,,SM_b20125,SM_b20125
pccB,pccB,pccB,ppcB,bll5356,ppcB,pccB,noHit,Smed_4239,pccB,Atu3586,mll0348,SM_b20755,,,,,SM_b20126,SM_b20126
pccA,pccA,pccA,pccA,pccA,pccA,pccA,noHit,Smed_4238,pccA,pccA,mll0871,SM_b20756,,,,,SM_b20127,SM_b20127
bhbA,bhbA,DK53_1175,bhbA,noHit,bhbA,bhbA,noHit,Smed_4237,pRL90299,mutA,mll7619,SM_b20757,,,,,SM_b20128,SM_b20128
SM_b20758,RHE_CH00168,phnF,OV14_a0929,bll1220,NGR_b21000,SM_b20758,noHit,Smed_4236,RL0178,Atu0182,mll3341,SM_b20758,,,,,SM_b20129,SM_b20129
phnG,phnG,noHit,phnG,phnG,phnG,phnG,noHit,Smed_4235,phnG,phnG,mlr3342,SM_b20759,,,,,SM_b20130,SM_b20130
phnH,phnH,noHit,phnH,phnH,phnH,phnH,noHit,Smed_4234,phnH,phnH,mlr3343,SM_b20760,,,,,SM_b20131,SM_b20131
phnI,phnI,noHit,phnI,phnI,phnI,phnI,noHit,Smed_4233,phnI,phnI,mlr3344,SM_b20761,,,,,SM_b20132,SM_b20132
phnJ,phnJ,noHit,phnJ,phnJ,phnJ,phnJ,noHit,Smed_4232,phnJ,phnJ,mlr3346,SM_b20762,,,,,SM_b20133,SM_b20133
phnK,RHE_CH00163,noHit,OV14_a0934,phnK,NGR_b21050,phnK,noHit,Smed_4231,phnK,phnK,mlr3347,SM_b20763,,,,,SM_b20134,SM_b20134
phnL,RHE_CH00162,noHit,phnL,phnL,phnL,phnL,noHit,Smed_4230,RL0172,phnL,mlr3349,SM_b20764,,,,,SM_b20135,SM_b20135
SM_b20765,RHE_CH00161,DK53_1383,OV14_a0936,blr7948,NGR_b21070,SM_b20765,noHit,Smed_4229,RL0171,Atu0175,mlr3351,SM_b20765,,,,,SM_b20136,SM_b20136
TRm22,RHE_PA00071,noHit,noHit,noHit,NGR_b14590,TRm22,noHit,noHit,noHit,noHit,noHit,SMc02762,,,,,SM_b20137,SM_b20137
dak,dak,noHit,OV14_a0941,noHit,NGR_b21080,dak,noHit,Smed_4228,dhaK1,dhbK,mll5296,SM_b20767,,,,,SM_b20138,SM_b20138
SM_b20768,noHit,noHit,OV14_a0942,noHit,NGR_b21090,SM_b20768,noHit,Smed_4227,noHit,noHit,noHit,SM_b20768,,,,,SM_b20139,SM_b20139
SM_b20769,noHit,noHit,OV14_a0943,blr4373,NGR_b21100,SM_b20769,noHit,Smed_4226,noHit,noHit,noHit,SM_b20769,,,,,dapA2,SM_b20140
SM_b20770,noHit,noHit,OV14_a0944,bll6033,NGR_b21110,SM_b20770,noHit,Smed_4225,noHit,noHit,noHit,SM_b20770,,,,,SM_b20141,SM_b20141
SM_b20771,noHit,noHit,OV14_a0945,blr4371,NGR_b21120,SM_b20771,noHit,Smed_4224,noHit,noHit,noHit,SM_b20771,,,,,SM_b20142,SM_b20142
pdxA2,pdxAb,noHit,pdxA2,pdxA,pdxA2,pdxA2,noHit,Smed_4223,pdxA2,pdxA,noHit,SM_b20146,,,,,SM_b20143,SM_b20143
SM_b20773,noHit,DK53_2224,OV14_a0948,bll4368,NGR_b21140,SM_b20773,noHit,Smed_4222,pRL100065,noHit,noHit,SM_b20773,,,,,SM_b20144,SM_b20144
SM_b20774,RHE_CH02694,noHit,noHit,noHit,NGR_b21150,SM_b20774,noHit,Smed_0059,noHit,noHit,noHit,SM_b20774,,,,,SM_b20145,SM_b20145
SM_b20775,RHE_CH02695,noHit,noHit,noHit,NGR_b21160,SM_b20775,noHit,Smed_0058,RL3165,noHit,noHit,SM_b20775,,,,,pdxA2,SM_b20146
cyaK,cyaK,noHit,noHit,noHit,NGR_b21170,cyaK,noHit,Smed_0057,RL3166,noHit,noHit,SM_b20776,,,,,SM_b20147,SM_b20147
TRm19,noHit,noHit,noHit,noHit,NGR_c05360,TRm19,noHit,noHit,noHit,noHit,mlr4143,SMc02779,,,,,SM_b20148,SM_b20148
TRm2011-2b-2,noHit,noHit,noHit,noHit,noHit,TRm2011-2b-2,noHit,noHit,noHit,noHit,noHit,SM_b20778,,,,,SM_b20149,SM_b20149
SM_b20779,noHit,noHit,noHit,noHit,noHit,SM_b20779,noHit,noHit,noHit,noHit,noHit,SM_b20779,,,,,SM_b20150,SM_b20150
SM_b20780,noHit,noHit,noHit,blr2052,noHit,SM_b20780,noHit,noHit,noHit,noHit,noHit,SM_b20780,,,,,SM_b20151,SM_b20151
SM_b21701,noHit,noHit,noHit,noHit,noHit,SM_b21701,noHit,noHit,noHit,noHit,noHit,SM_b21701,,,,,SM_b20152,SM_b20152
TRm2011-2b-1,noHit,noHit,noHit,noHit,noHit,TRm2011-2b-1,noHit,noHit,noHit,noHit,noHit,SM_b21702,,,,,SM_b20153,SM_b20153
TRm2011-2a,noHit,noHit,noHit,noHit,noHit,noHit,noHit,noHit,noHit,noHit,noHit,SM_b20783,,,,,SM_b20154,SM_b20154
SM_b20784,RHE_CH03449,DK53_2563,OV14_a0950,bll5949,NGR_b12640,SM_b20784,noHit,Smed_4221,RL3910,livF,noHit,SM_b20784,,,,,SM_b20155,SM_b20155
SM_b20785,RHE_CH03448,DK53_2564,OV14_a0951,bll5950,NGR_b12630,SM_b20785,noHit,Smed_4220,RL3909,livG,mll4886,SM_b20785,,,,,SM_b20156,SM_b20156
SM_b20786,RHE_CH03447,DK53_2565,OV14_a0952,bll5951,NGR_b12620,SM_b20786,noHit,Smed_4219,RL3908,livM,noHit,SM_b20786,,,,,SM_b20157,SM_b20157
SM_b20787,RHE_CH03446,DK53_2566,OV14_a0953,bll5952,NGR_b12610,SM_b20787,noHit,Smed_4218,RL3907,livH,noHit,SM_b20787,,,,,SM_b20158,SM_b20158
SM_b20568,RHE_CH03445,DK53_2567,OV14_a0954,bll5953,NGR_b12600,SM_b20568,noHit,Smed_4217,RL3906,livJ,noHit,SM_b20568,,,,,SM_b20159,SM_b20159
SM_b20569,RHE_PC00166,noHit,noHit,noHit,noHit,SM_b20569,noHit,Smed_4216,ssuB,ssuB,noHit,SM_b20569,,,,,SM_b20160,SM_b20160
SM_b20570,RHE_PC00167,noHit,noHit,noHit,noHit,SM_b20570,noHit,Smed_4215,noHit,noHit,noHit,SM_b20570,,,,,SM_b22005,SM_b22005
SM_b20571,RHE_PC00168,noHit,OV14_3101,bll7009,NGR_c25630,SM_b20571,noHit,Smed_4214,ssuC,ssuC,mll4557,SM_b20571,,,,,SM_b20161,SM_b20161
SM_b21691,RHE_PC00169,noHit,noHit,nrd,noHit,SM_b21691,noHit,Smed_4213,ntaA1,Atu3362,mll9178,SM_b21691,,,,,SM_b20162,SM_b20162
SM_b20573,RHE_PC00012,noHit,noHit,noHit,noHit,SM_b20573,noHit,Smed_4212,pRL100232,Atu5527,mlr5227,SM_b20573,,,,,SM_b20163,SM_b20163
SM_b20574,RHE_PE00008,noHit,noHit,blr6771,NGR_b17370,SM_b20574,noHit,Smed_4211,treY,noHit,noHit,SM_b20574,,,,,SM_b20164,SM_b20164
pcaB,pcaB,pcaB,pcaB,pcaB,pcaB,pcaB,noHit,Smed_4210,pRL110085,pcaB,mlr7211,SM_b20575,,,,,SM_b20165,SM_b20165
pcaG,pcaG,pcaG,pcaG,pcaG,pcaG,pcaG,noHit,Smed_4209,pcaG,pcaG,mlr7210,SM_b20576,,,,,SM_b20166,SM_b20166
pcaH,pcaH,pcaH,pcaH,pcaH,pcaH,pcaH,noHit,Smed_4208,pcaH1,pcaH,mlr7208,SM_b20577,,,,,SM_b20167,SM_b20167
pcaC,pcaCe,pcaC,OV14_a0996,pcaC,NGR_b21230,pcaC,noHit,Smed_4207,pcaC,pcaC,mlr7207,SM_b20578,,,,,SM_b20168,SM_b20168
pcaD,pcaD,pcaD,OV14_a0997,pcaD,NGR_b21240,pcaD,noHit,Smed_4206,pRL110089,pcaD,mlr7206,SM_b20579,,,,,SM_b20169,SM_b20169
pcaQ,pcaQ,pcaQ,OV14_a0998,noHit,NGR_b21250,pcaQ,noHit,Smed_4205,pcaQ,pcaQ,mll7205,SM_b20580,,,,,fdh,SM_b20170
SM_b20581,RHE_PC00215,noHit,OV14_a1269,bll1053,NGR_b22740,SM_b20581,noHit,Smed_4204,RL2846,Atu4529,noHit,SM_b20581,,,,,SM_b20171,SM_b20171
SM_b20582,noHit,noHit,noHit,bll1060,NGR_b22670,SM_b20582,noHit,Smed_4203,RL2848,noHit,mlr7023,SM_b20582,,,,,SM_b20172,SM_b20172
pobA,pobA,pobA,pobA,pobA,pobA,pobA,noHit,Smed_4202,pobA,pobA,mlr7212,SM_b20583,,,,,SM_b20173,SM_b20173
SM_b20584,RHE_CH03435,noHit,OV14_a1053,bll2903,NGR_b21290,SM_b20584,noHit,Smed_4200,RL3894,noHit,noHit,SM_b20584,,,,,SM_b20174,SM_b20174
ggt,ggt2,noHit,OV14_a0083,ggt,NGR_b21280,ggt,noHit,Smed_4199,ggt1,ggt,mlr5711,SM_b20585,,,,,SM_b20175,SM_b20175
pcaR,RHE_PE00200,DK53_2577,OV14_a1054,blr1071,NGR_b21400,pcaR,noHit,Smed_5091,pRL110286,pcaR,mlr4184,SM_b20586,,,,,SM_b20176,SM_b20176
pcaI,noHit,noHit,OV14_a1055,gctA,NGR_b21410,pcaI,noHit,noHit,noHit,noHit,mll4183,SM_b20587,,,,,SM_b20177,SM_b20177
pcaJ,noHit,noHit,OV14_a1056,bll1292,NGR_b21420,pcaJ,noHit,noHit,noHit,noHit,mll4181,SM_b20588,,,,,SM_b20178,SM_b20178
pcaF,pcaF,pcaF,OV14_a1057,pcaF,NGR_b21430,pcaF,noHit,Smed_5094,pcaF,pcaF,mll4180,SM_b20589,,,,,SM_b20179,SM_b20179
SM_b20590,RHE_CH02378,noHit,OV14_a1196,bsl5265,NGR_b21490,SM_b20590,noHit,Smed_4198,RL2696,noHit,mll7735,SM_b20590,,,,,SM_b20180,SM_b20180
SM_b20591,noHit,noHit,noHit,noHit,noHit,SM_b20591,noHit,noHit,noHit,noHit,noHit,SM_b20591,,,,,SM_b20181,SM_b20181
rpoE8,RHE_PF00422,noHit,OV14_a1200,blr2557,NGR_b21500,rpoE8,noHit,Smed_4197,noHit,noHit,mll8140,SM_b20592,,,,,SM_b20182,SM_b20182
SM_b20593,RHE_PF00420,noHit,OV14_a1199,blr2558,NGR_b21510,SM_b20593,noHit,Smed_4196,pRL120459,noHit,mll8139,SM_b20593,,,,,SM_b20183,SM_b20183
amcY,RHE_PF00421,noHit,OV14_a1198,amcY,NGR_b21520,amcY,noHit,Smed_4195,pRL120458,noHit,mll8137,SM_b20594,,,,,SM_b20184,SM_b20184
ftsK2,ftsK1,DK53_2679,noHit,noHit,ftsK1,ftsK2,noHit,Smed_4194,RL0161,Atu3210,mll4073,SM_b20595,,,,,SM_b20185,SM_b20185
SM_b20596,noHit,noHit,noHit,noHit,noHit,SM_b20596,noHit,noHit,noHit,noHit,noHit,SM_b20596,,,,,SM_b20186,SM_b20186
SM_b20597,RHE_CH03665,yqjF,noHit,blr2393,NGR_b21610,SM_b20597,noHit,Smed_5222,RL4201,noHit,noHit,SM_b20597,,,,,SM_b20194,SM_b20194
repA3,repAa1,repA,repA2,noHit,repA2,repA3,noHit,Smed_4191,repAp11,repA,mll9353,SM_b20598,,,,,ppe,SM_b20195
repB3,repBe,noHit,repB2,noHit,repB2,repB3,noHit,Smed_4190,noHit,noHit,mll9352,SM_b20599,,,,,cbbX,SM_b20196
SM_b20600,noHit,noHit,noHit,noHit,noHit,SM_b20600,noHit,Smed_4189,noHit,noHit,noHit,SM_b20600,,,,,cbbS,SM_b20197
SM_b21707,RHE_CH03312,noHit,OV14_a1095,blr1452,NGR_b21740,SM_b21707,noHit,Smed_4188,RL3737,Atu2410,mll0756,SM_b21707,,,,,cbbL,SM_b20198
SM_b20602,RHE_CH03314,noHit,OV14_a1096,blr1451,NGR_b21750,SM_b20602,noHit,Smed_4187,RL3738,Atu2411,mll0758,SM_b20602,,,,,cbbA,SM_b20199
SM_b20603,RHE_CH03315,noHit,OV14_a1097,blr1450,NGR_b21760,SM_b20603,noHit,Smed_4186,RL3739,Atu2412,mll0759,SM_b20603,,,,,cbbT,SM_b20200
SM_b20604,RHE_CH03316,noHit,OV14_a1098,blr1449,NGR_b21770,SM_b20604,noHit,Smed_4185,RL3740,Atu2413,noHit,SM_b20604,,,,,cbbP,SM_b20201
SM_b20605,RHE_CH03317,noHit,OV14_a1099,blr1448,NGR_b21780,SM_b20605,noHit,Smed_4184,RL3741,Atu2414,mll0762,SM_b20605,,,,,cbbF,SM_b20202
SM_b20606,noHit,noHit,OV14_3690,noHit,noHit,SM_b20606,noHit,Smed_4183,noHit,noHit,noHit,SM_b20606,,,,,cbbR,SM_b20203
